Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
12/040,2012-04-07,3,14,22,24,34,49,44,,4,2,2,4,1,1,2,1,1,0,0.00,2,727700.00,41,71870.00,307,9600.00,2655,640.00,4598,320.00,49862,40.00,29830321
12/039,2012-04-05,13,15,17,18,41,45,14,,4,2,5,1,0,4,0,0,2,1,31456990.00,0,0.00,82,75300.00,386,9600.00,4162,640.00,5926,320.00,74541,40.00,52037809
12/038,2012-04-03,20,21,28,44,46,47,42,44,2,4,2,4,0,1,2,0,3,1,49104610.00,3,2147280.00,121,118300.00,334,9600.00,6901,640.00,9959,320.00,137428,40.00,103026035
12/037,2012-03-31,11,19,30,33,37,44,18,,2,4,4,2,0,2,1,2,1,0,0.00,1,1804510.00,60,80870.00,144,9600.00,3116,640.00,4274,320.00,56170,40.00,37426753
12/036,2012-03-29,10,16,21,28,29,31,8,,3,3,3,3,1,1,3,1,0,0,0.00,0,0.00,41,78040.00,232,9600.00,2854,640.00,6288,320.00,52808,40.00,31211076
12/035,2012-03-27,2,7,17,25,30,43,38,43,3,3,4,2,2,1,2,0,1,1,38292990.00,4,752650.00,70,114850.00,221,9600.00,4630,640.00,6072,320.00,92001,40.00,60663409
12/034,2012-03-24,3,23,32,35,43,49,34,"35,49",2,4,5,1,1,0,1,2,2,0,0.00,1,2225340.00,75,79120.00,208,9600.00,4200,640.00,6409,320.00,74590,40.00,48198800
12/033,2012-03-22,2,35,38,47,48,49,41,,1,5,3,3,1,0,0,2,3,0,0.00,2,986420.00,74,71090.00,172,9600.00,5028,640.00,4788,320.00,73797,40.00,44084707
12/032,2012-03-20,11,13,18,29,44,46,37,"13,18",3,3,3,3,0,3,1,0,2,1,33333200.00,3,980110.00,81,96800.00,246,9600.00,4697,640.00,6171,320.00,88937,40.00,60075662
12/031,2012-03-17,4,6,13,18,23,45,15,4,5,1,3,3,2,2,1,0,1,0,0.00,0,0.00,73,73880.00,184,9600.00,3970,640.00,5040,320.00,74311,40.00,43909972
12/030,2012-03-15,4,28,31,34,48,49,6,48,1,5,2,4,1,0,1,2,2,0,0.00,0,0.00,44,115530.00,133,9600.00,3033,640.00,4238,320.00,60206,40.00,38792307
12/029,2012-03-13,7,8,26,43,47,48,12,48,2,4,3,3,2,0,1,0,3,0,0.00,1,1592190.00,57,74480.00,112,9600.00,2618,640.00,4072,320.00,49076,40.00,32733797
12/028,2012-03-11,10,23,33,39,42,48,34,,2,4,3,3,1,0,1,2,2,2,6523430.00,1,1704800.00,83,54770.00,134,9600.00,3544,640.00,3792,320.00,58389,40.00,36274165
12/027,2012-03-08,3,5,9,17,35,36,43,"3,36",4,2,5,1,3,1,0,2,0,1,8000000.00,1,1341450.00,89,40190.00,131,9600.00,4322,640.00,3589,320.00,72137,40.00,33121073
12/026,2012-03-06,3,7,28,31,33,36,32,"3,28",2,4,4,2,2,0,1,3,0,2,5333330.00,3,443570.00,88,40550.00,224,9600.00,4128,640.00,5684,320.00,69676,40.00,35457403
12/025,2012-03-03,1,3,4,8,21,28,5,,5,1,3,3,4,0,2,0,0,3,24382980.00,17,162920.00,409,19200.00,1446,9600.00,16018,640.00,26301,320.00,209737,40.00,96315167
12/024,2012-03-01,25,30,31,34,40,47,13,,0,6,3,3,0,0,2,3,1,0,0.00,1,3794730.00,95,107080.00,328,9600.00,5434,640.00,10021,320.00,105731,40.00,77515307
12/023,2012-02-28,8,9,24,28,37,49,47,"24,49",3,3,3,3,2,0,2,1,1,0,0.00,8,385790.00,125,61720.00,324,9600.00,6531,640.00,8179,320.00,125370,40.00,66889282
12/022,2012-02-25,12,14,24,26,27,49,22,,3,3,2,4,0,2,3,0,1,0,0.00,4,612980.00,64,102960.00,207,9600.00,3912,640.00,6018,320.00,76375,40.00,50808536
12/021,2012-02-23,1,5,15,22,43,47,37,"1,15",4,2,5,1,2,1,1,0,2,0,0.00,1,2242480.00,72,83630.00,178,9600.00,3681,640.00,4731,320.00,74251,40.00,46262452
12/020,2012-02-21,1,11,12,15,35,49,17,12,4,2,5,1,1,3,0,1,1,0,0.00,5,429600.00,57,90440.00,192,9600.00,4260,640.00,5650,320.00,79731,40.00,43934272
12/019,2012-02-18,5,12,16,17,41,46,15,12,4,2,3,3,1,3,0,0,2,0,0.00,0,0.00,35,130010.00,96,9600.00,2241,640.00,3806,320.00,45202,40.00,32786117
12/018,2012-02-16,4,12,18,25,42,44,8,,3,3,1,5,1,2,1,0,2,1,24984050.00,0,0.00,65,96210.00,218,9600.00,3793,640.00,7440,320.00,73198,40.00,49764063
12/017,2012-02-14,10,14,21,37,39,49,25,39,3,3,4,2,1,1,1,2,1,0,0.00,1,2098620.00,59,95660.00,160,9600.00,3590,640.00,4204,320.00,67152,40.00,43035930
12/016,2012-02-12,7,9,33,34,39,41,48,"33,34,41",2,4,5,1,2,0,0,3,1,1,21315060.00,3,983340.00,79,82980.00,150,9600.00,3898,640.00,4806,320.00,76404,40.00,49136937
12/015,2012-02-09,3,12,20,33,34,41,43,"34,41",3,3,3,3,1,2,0,2,1,0,0.00,3,792000.00,50,105600.00,165,9600.00,2993,640.00,4171,320.00,60684,40.00,40309262
12/014,2012-02-07,11,16,30,34,41,45,47,16,2,4,3,3,0,2,1,1,2,0,0.00,3,700220.00,31,183660.00,72,9600.00,2206,640.00,2989,320.00,45479,40.00,37524293
12/013,2012-02-04,6,12,16,20,27,38,7,"20,38",4,2,1,5,1,3,1,1,0,1,15171610.00,3,707180.00,63,74830.00,214,9600.00,3641,640.00,6200,320.00,67085,40.00,40750547
12/012,2012-02-02,14,20,21,38,45,46,47,46,3,3,2,4,0,2,1,1,2,0,0.00,0,0.00,39,127700.00,96,9600.00,2032,640.00,2650,320.00,39638,40.00,33968081
12/011,2012-01-31,22,27,28,29,42,46,49,29,1,5,2,4,0,0,4,0,2,1,86112100.00,7,1473400.00,306,83460.00,783,9600.00,17117,640.00,22847,320.00,320667,40.00,201428850
12/010,2012-01-26,3,10,11,17,29,34,15,"10,34",4,2,4,2,2,2,1,1,0,0,0.00,5,1287450.00,228,67900.00,560,9600.00,12550,640.00,15223,320.00,226034,40.00,129184005
12/009,2012-01-22,10,14,18,20,34,47,41,"14,18",4,2,1,5,1,3,0,1,1,0,0.00,2,1304170.00,64,109530.00,125,9600.00,3827,640.00,3930,320.00,68298,40.00,49532713
12/008,2012-01-19,1,2,14,18,25,39,31,,4,2,3,3,2,2,1,1,0,0,0.00,1,1901120.00,53,95650.00,160,9600.00,3382,640.00,4157,320.00,66974,40.00,40077668
12/007,2012-01-17,16,23,24,35,36,44,1,"24,36",3,3,2,4,0,1,2,2,1,0,0.00,3,694450.00,43,107660.00,134,9600.00,2599,640.00,3684,320.00,47803,40.00,34740268
12/006,2012-01-14,10,13,20,24,29,36,14,36,4,2,2,4,1,2,2,1,0,1,23378770.00,4,531630.00,53,106990.00,159,9600.00,3320,640.00,4646,320.00,65235,40.00,43197007
12/005,2012-01-12,15,27,32,36,44,48,47,32,1,5,2,4,0,1,1,2,2,0,0.00,1,2085230.00,39,142580.00,134,9600.00,2514,640.00,3582,320.00,48693,40.00,39381002
12/004,2012-01-10,3,20,26,31,32,35,12,"3,31,32,35",2,4,3,3,1,1,1,3,0,0,0.00,0,0.00,34,133390.00,158,9600.00,2749,640.00,4179,320.00,45827,40.00,35006668
12/003,2012-01-07,3,7,10,31,32,35,30,,3,3,4,2,3,0,0,3,0,1,26778550.00,3,623020.00,98,50850.00,268,9600.00,5259,640.00,7573,320.00,92715,40.00,47701437
12/002,2012-01-05,9,11,33,43,46,48,2,,2,4,4,2,1,1,0,1,3,0,0.00,1,1964960.00,75,70330.00,140,9600.00,4640,640.00,4729,320.00,80543,40.00,43406215
12/001,2012-01-03,5,12,31,34,37,45,10,,2,4,4,2,1,1,0,3,1,0,0.00,1,1964300.00,66,79970.00,152,9600.00,3412,640.00,4496,320.00,69171,40.00,41183501
11/154,2011-12-31,2,3,27,40,44,49,38,,2,4,3,3,2,0,1,1,2,1,18767030.00,4,505060.00,55,98850.00,258,9600.00,3128,640.00,4788,320.00,64591,40.00,43332819
11/153,2011-12-29,7,10,21,23,29,39,1,,4,2,5,1,2,0,3,1,0,0,0.00,4,392180.00,78,53970.00,247,9600.00,4465,640.00,7142,320.00,78670,40.00,41025568
11/152,2011-12-26,8,30,31,37,38,48,5,,1,5,2,4,1,0,1,3,1,0,0.00,1,1083590.00,45,64210.00,92,9600.00,2072,640.00,3323,320.00,39566,40.00,23683821
11/151,2011-12-24,1,4,17,24,27,43,41,,4,2,4,2,2,1,2,0,1,1,15727140.00,2,865120.00,111,41750.00,126,9600.00,3906,640.00,3758,320.00,68658,40.00,37647017
11/150,2011-12-22,5,16,18,28,37,49,24,"37,49",3,3,3,3,1,2,1,1,1,0,0.00,1,1598030.00,34,127200.00,128,9600.00,2621,640.00,3265,320.00,49474,40.00,32661416
11/149,2011-12-20,26,29,31,37,43,49,2,,0,6,5,1,0,0,2,2,2,1,54829860.00,0,0.00,154,85870.00,268,9600.00,6938,640.00,8914,320.00,130891,40.00,95020661
11/148,2011-12-18,1,2,23,35,38,46,5,,3,3,3,3,2,0,1,2,1,1,35865290.00,0,0.00,77,92230.00,208,9600.00,4221,640.00,6823,320.00,79880,40.00,54784706
11/147,2011-12-15,9,21,29,34,43,47,32,,2,4,5,1,1,0,2,1,2,0,0.00,2,1220960.00,66,98660.00,142,9600.00,3797,640.00,4362,320.00,68956,40.00,47837502
11/146,2011-12-13,3,25,32,36,38,40,31,"3,25",1,5,2,4,1,0,1,4,0,0,0.00,2,1540130.00,56,110000.00,158,9600.00,3183,640.00,4460,320.00,61366,40.00,45111327
11/145,2011-12-10,3,14,21,25,27,42,34,,3,3,4,2,1,1,3,0,1,0,0.00,3,638960.00,47,90630.00,156,9600.00,3028,640.00,3736,320.00,56366,40.00,34430922
11/144,2011-12-08,5,20,22,28,36,48,1,5,3,3,1,5,1,1,2,1,1,1,17653350.00,3,812930.00,90,60550.00,192,9600.00,3690,640.00,5633,320.00,70700,40.00,43934065
11/143,2011-12-06,1,2,5,6,11,43,25,2,5,1,4,2,4,1,0,0,1,0,0.00,3,474180.00,153,20720.00,362,9600.00,8502,640.00,7930,320.00,99715,40.00,40206868
11/142,2011-12-03,2,3,9,18,23,37,31,3,5,1,4,2,3,1,1,1,0,0,0.00,2,627440.00,96,26220.00,160,9600.00,4713,640.00,3846,320.00,71951,40.00,28798685
11/141,2011-12-01,1,3,8,22,28,33,5,3,4,2,3,3,3,0,2,1,0,3,15576820.00,17,104220.00,432,19200.00,934,9600.00,13586,640.00,17469,320.00,179633,40.00,77194239
11/140,2011-11-29,3,6,13,37,40,42,29,42,3,3,3,3,2,1,0,2,1,0,0.00,2,1670720.00,101,88660.00,238,9600.00,5179,640.00,7465,320.00,102751,40.00,67745359
11/139,2011-11-26,4,22,33,39,42,47,14,,2,4,3,3,1,0,1,2,2,0,0.00,3,762140.00,80,76690.00,214,9600.00,4614,640.00,5470,320.00,79767,40.00,49434499
11/138,2011-11-24,3,5,19,35,38,41,32,,3,3,5,1,2,1,0,2,1,0,0.00,3,762020.00,51,120710.00,165,9600.00,3696,640.00,4897,320.00,69804,40.00,46401264
11/137,2011-11-22,7,21,24,31,43,47,5,47,3,3,5,1,1,0,2,1,2,0,0.00,0,0.00,49,115970.00,137,9600.00,3242,640.00,4366,320.00,59142,40.00,41861269
11/136,2011-11-19,10,12,13,14,22,47,21,,5,1,2,4,1,3,1,0,1,0,0.00,0,0.00,45,82500.00,128,9600.00,2694,640.00,4112,320.00,51701,40.00,30613702
11/135,2011-11-17,3,6,23,24,42,44,35,,4,2,2,4,2,0,2,0,2,1,29149350.00,0,0.00,72,88330.00,177,9600.00,4625,640.00,5668,320.00,85471,40.00,50448764
11/134,2011-11-15,7,11,14,25,26,30,29,,3,3,3,3,1,2,3,0,0,0,0.00,1,1950360.00,107,48600.00,254,9600.00,5518,640.00,6648,320.00,93680,40.00,48402879
11/133,2011-11-12,10,17,29,33,42,48,35,,2,4,3,3,1,1,1,1,2,0,0.00,0,0.00,44,109360.00,126,9600.00,2652,640.00,3400,320.00,52076,40.00,35727668
11/132,2011-11-10,4,7,9,20,37,49,33,,4,2,4,2,3,1,0,1,1,0,0.00,2,544520.00,106,27390.00,167,9600.00,4402,640.00,4749,320.00,68575,40.00,30855328
11/131,2011-11-08,2,23,30,34,40,42,48,34,2,4,1,5,1,0,2,2,1,3,18800770.00,3,1408890.00,126,74540.00,217,9600.00,5180,640.00,6685,320.00,96811,40.00,68915150
11/130,2011-11-06,1,3,7,11,16,34,49,"1,3,34",5,1,4,2,3,2,0,1,0,0,0.00,1,2285890.00,141,43380.00,219,9600.00,8000,640.00,7170,320.00,125913,40.00,57963521
11/129,2011-11-03,1,3,21,34,41,44,43,"21,44",3,3,4,2,2,0,1,1,2,0,0.00,0,0.00,50,134720.00,137,9600.00,3192,640.00,4815,320.00,65922,40.00,48225209
11/128,2011-11-01,8,15,19,21,24,44,10,15,5,1,3,3,1,2,2,0,1,0,0.00,3,868060.00,63,92590.00,220,9600.00,3419,640.00,6476,320.00,68365,40.00,46298012
11/127,2011-10-29,5,12,15,17,18,39,47,,5,1,4,2,1,4,0,1,0,0,0.00,1,1654220.00,39,114570.00,104,9600.00,3131,640.00,3313,320.00,58184,40.00,34275117
11/126,2011-10-27,1,9,22,43,46,48,49,22,3,3,3,3,2,0,1,0,3,0,0.00,1,1199100.00,47,68760.00,227,9600.00,2347,640.00,6563,320.00,45874,40.00,30372377
11/125,2011-10-25,17,22,26,27,29,35,44,26,2,4,4,2,0,1,4,1,0,2,27560740.00,5,840080.00,134,75510.00,378,9600.00,7067,640.00,9858,320.00,131947,40.00,81998348
11/124,2011-10-22,1,11,18,20,26,30,47,,4,2,2,4,1,3,2,0,0,0,0.00,1,1581350.00,71,59810.00,104,9600.00,3957,640.00,3146,320.00,69327,40.00,34983206
11/123,2011-10-20,2,16,23,32,34,35,40,23,3,3,2,4,1,1,1,3,0,0,0.00,0,0.00,32,132810.00,70,9600.00,2216,640.00,2510,320.00,42086,40.00,29899395
11/122,2011-10-18,4,9,23,37,47,48,14,37,3,3,4,2,2,0,1,1,2,4,13198120.00,2,1365730.00,136,60470.00,364,9600.00,7455,640.00,9445,320.00,125195,40.00,71866623
11/121,2011-10-15,11,24,28,37,41,43,13,28,2,4,4,2,0,1,2,1,2,0,0.00,1,2687190.00,57,126820.00,208,9600.00,3669,640.00,5919,320.00,72269,40.00,53372245
11/120,2011-10-13,2,8,28,30,33,40,23,"2,33",2,4,1,5,2,0,2,2,0,0,0.00,0,0.00,95,57120.00,268,9600.00,4665,640.00,6815,320.00,82660,40.00,47908626
11/119,2011-10-11,2,6,22,25,33,39,46,,3,3,3,3,2,0,2,2,0,0,0.00,3,772640.00,110,47170.00,202,9600.00,5404,640.00,5120,320.00,89773,40.00,45894566
11/118,2011-10-08,4,8,24,26,37,41,33,"4,37",3,3,2,4,2,0,2,1,1,0,0.00,2,1484360.00,53,112020.00,151,9600.00,3372,640.00,4655,320.00,66921,40.00,44606687
11/117,2011-10-04,1,4,9,15,37,39,47,"9,37",4,2,5,1,3,1,0,2,0,0,0.00,4,329410.00,63,56220.00,130,9600.00,3452,640.00,3310,320.00,61643,40.00,30814243
11/116,2011-10-02,9,14,22,37,41,45,5,"22,37",3,3,4,2,1,1,1,1,2,1,29904680.00,2,1966830.00,79,99580.00,230,9600.00,4525,640.00,7295,320.00,86051,40.00,60165159
11/115,2011-09-27,4,22,23,37,40,49,13,40,3,3,3,3,1,0,2,2,1,0,0.00,2,1384210.00,52,107510.00,408,9600.00,3502,640.00,5637,320.00,66973,40.00,47883595
11/114,2011-09-24,6,16,18,28,34,40,38,,3,3,0,6,1,2,1,2,0,0,0.00,1,1738760.00,54,87150.00,186,9600.00,3116,640.00,6296,320.00,58704,40.00,38674999
11/113,2011-09-22,8,10,19,27,39,44,6,"10,27",3,3,3,3,2,1,1,1,1,0,0.00,1,1586960.00,37,114370.00,164,9600.00,2907,640.00,4983,320.00,54761,40.00,34909079
11/112,2011-09-20,10,27,33,40,47,48,13,,1,5,3,3,1,0,1,2,2,1,8108640.00,5,344320.00,97,47320.00,127,9600.00,3466,640.00,3886,320.00,57690,40.00,36298504
11/111,2011-09-17,6,12,14,25,35,43,42,,3,3,3,3,1,2,1,1,1,1,43796810.00,0,0.00,109,72010.00,270,9600.00,5605,640.00,7957,320.00,107576,40.00,64072858
11/110,2011-09-15,5,7,13,29,41,49,25,13,3,3,6,0,2,1,1,0,2,1,69930990.00,2,2384890.00,164,77790.00,374,9600.00,7810,640.00,11556,320.00,150190,40.00,98579063
11/109,2011-09-13,11,13,16,19,28,46,22,19,4,2,3,3,0,4,1,0,1,0,0.00,3,2082880.00,168,82650.00,438,9600.00,9702,640.00,13920,320.00,185542,40.00,111922296
11/108,2011-09-10,15,19,36,44,45,49,16,44,2,4,4,2,0,2,0,1,3,0,0.00,0,0.00,39,135310.00,118,9600.00,2590,640.00,3887,320.00,53931,40.00,38305066
11/107,2011-09-08,14,18,22,30,39,44,32,44,3,3,1,5,0,2,2,1,1,0,0.00,0,0.00,52,87910.00,100,9600.00,2075,640.00,2824,320.00,40632,40.00,31954366
11/106,2011-09-06,1,4,7,21,23,44,17,"4,21",5,1,4,2,3,0,2,0,1,2,13684200.00,2,764580.00,116,35300.00,370,9600.00,5253,640.00,7169,320.00,79950,40.00,43718081
11/105,2011-09-04,4,18,21,22,39,46,29,,4,2,2,4,1,1,2,1,1,0,0.00,1,1724990.00,80,57490.00,120,9600.00,3222,640.00,3345,320.00,56561,40.00,35517904
11/104,2011-09-02,2,29,33,34,44,49,42,49,1,5,3,3,1,0,1,2,2,0,0.00,0,0.00,36,140830.00,88,9600.00,1948,640.00,2962,320.00,43216,40.00,34633979
11/103,2011-08-30,9,15,24,46,48,49,6,9,3,3,3,3,1,1,1,0,3,2,5440250.00,1,1386790.00,56,66030.00,296,9600.00,3030,640.00,6829,320.00,58653,40.00,36058501
11/102,2011-08-27,9,10,19,27,29,45,30,10,3,3,5,1,2,1,2,0,1,1,8000000.00,4,215390.00,83,27840.00,333,9600.00,4623,640.00,6458,320.00,67030,40.00,29222198
11/101,2011-08-25,6,10,17,20,25,28,2,25,4,2,2,4,2,2,2,0,0,1,42179490.00,1,2674340.00,152,47160.00,366,9600.00,6689,640.00,9963,320.00,119098,40.00,65433423
11/100,2011-08-23,11,24,25,36,41,45,40,,2,4,4,2,0,1,2,1,2,0,0.00,2,1757190.00,123,57140.00,254,9600.00,6363,640.00,6088,320.00,113849,40.00,59856919
11/099,2011-08-20,13,15,17,23,26,47,1,17,4,2,5,1,0,3,2,0,1,0,0.00,2,1595420.00,72,88630.00,162,9600.00,3552,640.00,5449,320.00,70350,40.00,48006147
11/098,2011-08-18,5,14,17,43,45,49,12,5,3,3,5,1,1,2,0,0,3,0,0.00,1,2484210.00,58,114210.00,130,9600.00,2690,640.00,4034,320.00,56890,40.00,45806753
11/097,2011-08-16,5,8,9,10,22,38,7,,5,1,2,4,4,0,1,1,0,0,0.00,9,112830.00,228,19200.00,644,9600.00,9048,640.00,12558,320.00,115972,40.00,41740730
11/096,2011-08-13,11,18,23,31,37,49,10,37,3,3,5,1,0,2,1,2,1,0,0.00,1,1479240.00,59,66850.00,130,9600.00,2274,640.00,3912,320.00,44606,40.00,30696647
11/095,2011-08-11,4,6,7,25,35,37,48,"6,25",3,3,4,2,3,0,1,2,0,2,24932880.00,3,1125040.00,142,63600.00,300,9600.00,6831,640.00,9858,320.00,131818,40.00,74824663
11/094,2011-08-09,5,6,11,25,45,48,34,45,3,3,4,2,2,1,1,0,2,0,0.00,3,861530.00,185,31040.00,516,9600.00,9339,640.00,11161,320.00,136367,40.00,66185681
11/093,2011-08-06,9,30,31,34,42,45,24,34,1,5,3,3,1,0,1,2,2,0,0.00,1,2618560.00,48,145470.00,160,9600.00,3644,640.00,5290,320.00,78366,40.00,51628156
11/092,2011-08-04,2,11,25,32,34,39,31,"11,25",2,4,3,3,1,1,1,3,0,0,0.00,0,0.00,50,133000.00,138,9600.00,3029,640.00,4500,320.00,63926,40.00,46944341
11/091,2011-08-02,11,14,21,24,25,47,36,47,4,2,4,2,0,2,3,0,1,0,0.00,2,1115610.00,58,102580.00,173,9600.00,3001,640.00,4865,320.00,61114,40.00,44312716
11/090,2011-07-30,6,29,44,45,46,47,30,47,1,5,3,3,1,0,1,0,4,0,0.00,3,678300.00,51,89540.00,114,9600.00,3040,640.00,3148,320.00,42312,40.00,33644596
11/089,2011-07-28,11,21,30,36,42,47,34,,2,4,3,3,0,1,2,1,2,2,34706930.00,0,0.00,110,91300.00,211,9600.00,5946,640.00,6137,320.00,112311,40.00,73849714
11/088,2011-07-26,15,25,26,34,35,41,10,,1,5,4,2,0,1,2,2,1,0,0.00,2,1554160.00,112,74330.00,304,9600.00,6084,640.00,8589,320.00,105824,40.00,67713944
11/087,2011-07-24,7,8,27,29,37,48,21,,2,4,4,2,2,0,2,1,1,1,62873120.00,7,515420.00,328,29330.00,656,9600.00,14477,640.00,16150,320.00,211410,40.00,102999064
11/086,2011-07-21,6,18,26,28,30,49,22,,2,4,1,5,1,1,3,0,1,0,0.00,6,621420.00,117,77890.00,472,9600.00,8037,640.00,12945,320.00,142922,40.00,82552099
11/085,2011-07-19,3,10,31,40,41,43,20,31,2,4,4,2,2,0,0,2,2,0,0.00,4,982970.00,103,101790.00,394,9600.00,5766,640.00,9673,320.00,113986,40.00,81348033
11/084,2011-07-16,11,17,20,31,48,49,35,"11,48",3,3,4,2,0,3,0,1,2,0,0.00,0,0.00,40,96840.00,105,9600.00,2204,640.00,2914,320.00,42190,40.00,29039326
11/083,2011-07-14,11,13,33,37,45,48,36,"33,45",2,4,5,1,0,2,0,2,2,1,13699280.00,2,1266500.00,43,117810.00,88,9600.00,2624,640.00,3765,320.00,52466,40.00,36565480
11/082,2011-07-12,16,18,28,33,41,45,29,,2,4,3,3,0,2,1,1,2,0,0.00,1,1695150.00,36,127330.00,134,9600.00,2521,640.00,3454,320.00,48933,40.00,34030400
11/081,2011-07-09,1,10,11,13,42,48,15,10,4,2,3,3,2,2,0,0,2,1,12825790.00,0,0.00,52,82490.00,128,9600.00,3332,640.00,4608,320.00,65534,40.00,35624330
11/080,2011-07-07,10,14,29,35,40,46,30,,2,4,2,4,1,1,1,2,1,0,0.00,2,1059450.00,30,141260.00,114,9600.00,1912,640.00,3574,320.00,37588,40.00,30764033
11/079,2011-07-05,9,16,22,28,30,32,37,,3,3,1,5,1,1,3,1,0,1,59028690.00,6,688090.00,212,47780.00,452,9600.00,10821,640.00,11120,320.00,180188,40.00,92140292
11/078,2011-07-02,5,13,31,33,34,35,27,,2,4,5,1,1,1,0,4,0,0,0.00,3,1131710.00,125,60600.00,276,9600.00,6131,640.00,7512,320.00,100801,40.00,62473042
11/077,2011-06-30,10,20,40,46,48,49,13,,2,4,1,5,1,1,0,1,3,0,0.00,5,564600.00,236,28760.00,250,9600.00,6420,640.00,6539,320.00,94996,40.00,57434811
11/076,2011-06-28,4,15,17,43,45,47,38,"4,45",3,3,5,1,1,2,0,0,3,0,0.00,0,0.00,81,85190.00,156,9600.00,3340,640.00,4524,320.00,64150,40.00,49056896
11/075,2011-06-25,4,23,24,30,34,45,19,,3,3,2,4,1,0,3,1,1,0,0.00,3,717760.00,89,54060.00,189,9600.00,3925,640.00,4575,320.00,65067,40.00,39887175
11/074,2011-06-23,2,15,27,32,43,49,42,32,2,4,4,2,1,1,1,1,2,0,0.00,0,0.00,30,175420.00,84,9600.00,2004,640.00,2966,320.00,42503,40.00,35540886
11/073,2011-06-21,9,10,16,21,32,47,38,16,4,2,3,3,2,1,1,1,1,0,0.00,1,1546990.00,53,78570.00,131,9600.00,2982,640.00,3431,320.00,55593,40.00,33001451
11/072,2011-06-18,14,16,38,44,48,49,39,"44,48",2,4,1,5,0,2,0,1,3,1,29300180.00,1,2213070.00,53,112410.00,234,9600.00,3262,640.00,6145,320.00,62915,40.00,46343205
11/071,2011-06-16,4,12,26,44,47,48,2,"12,48",2,4,1,5,1,1,1,0,3,0,0.00,0,0.00,52,109730.00,121,9600.00,3092,640.00,4305,320.00,58410,40.00,41724340
11/070,2011-06-14,12,13,19,22,39,48,46,13,4,2,3,3,0,3,1,1,1,0,0.00,0,0.00,44,108980.00,99,9600.00,2857,640.00,2826,320.00,58277,40.00,35255320
11/069,2011-06-12,1,4,13,17,35,44,22,,4,2,4,2,2,2,0,1,1,1,13981370.00,1,1771700.00,59,80070.00,200,9600.00,3434,640.00,5474,320.00,63047,40.00,39576203
11/068,2011-06-09,3,5,6,15,39,42,35,42,4,2,4,2,3,1,0,1,1,0,0.00,1,1332510.00,49,73260.00,153,9600.00,3205,640.00,5176,320.00,63588,40.00,32373901
11/067,2011-06-07,22,24,33,36,42,49,38,"33,36,49",2,4,2,4,0,0,2,2,2,2,25535270.00,5,871360.00,149,77970.00,398,9600.00,7974,640.00,10593,320.00,142445,40.00,92463430
11/066,2011-06-04,7,8,33,36,46,49,18,7,2,4,3,3,2,0,0,2,2,1,20025210.00,1,2050550.00,91,60080.00,184,9600.00,3836,640.00,5598,320.00,72188,40.00,44301987
11/065,2011-06-02,2,7,18,23,39,47,17,39,4,2,4,2,2,1,1,1,1,0,0.00,1,1957850.00,71,74050.00,134,9600.00,3332,640.00,4856,320.00,61895,40.00,40355452
11/064,2011-05-31,1,4,10,24,30,39,8,,4,2,2,4,3,0,2,1,0,0,0.00,2,559600.00,102,29260.00,379,9600.00,5191,640.00,9348,320.00,79383,40.00,37959699
11/063,2011-05-28,7,13,34,38,43,44,10,44,2,4,3,3,1,1,0,2,2,1,20812000.00,1,2107860.00,74,76470.00,138,9600.00,3664,640.00,4301,320.00,65352,40.00,42781899
11/062,2011-05-26,5,6,22,37,44,48,23,48,3,3,2,4,2,0,1,1,2,1,23888330.00,0,0.00,68,100510.00,172,9600.00,3896,640.00,5683,320.00,75633,40.00,51154026
11/061,2011-05-24,11,20,31,33,39,48,4,,2,4,4,2,0,2,0,3,1,0,0.00,1,1978400.00,80,66360.00,156,9600.00,3697,640.00,4619,320.00,65239,40.00,41565375
11/060,2011-05-22,15,17,22,36,45,47,35,15,3,3,4,2,0,2,1,1,2,0,0.00,0,0.00,31,116380.00,71,9600.00,1730,640.00,2838,320.00,33689,40.00,25550252
11/059,2011-05-20,13,15,18,30,32,48,8,,3,3,2,4,0,3,1,1,1,3,44509550.00,12,1388690.00,482,88440.00,1592,9600.00,27048,640.00,46996,320.00,514151,40.00,342962710
11/058,2011-05-17,12,14,27,35,46,49,31,35,2,4,3,3,0,2,1,1,2,0,0.00,8,1021350.00,225,97050.00,533,9600.00,11246,640.00,15730,320.00,217682,40.00,159101978
11/057,2011-05-14,4,10,15,22,33,35,48,4,4,2,3,3,2,1,1,2,0,0,0.00,3,1339440.00,175,61230.00,336,9600.00,8431,640.00,9147,320.00,152467,40.00,87186700
11/056,2011-05-12,4,9,25,28,39,45,30,39,2,4,4,2,2,0,2,1,1,0,0.00,3,1281980.00,106,97210.00,371,9600.00,7468,640.00,10580,320.00,142536,40.00,84454895
11/055,2011-05-08,10,14,26,29,39,41,6,,2,4,3,3,1,1,2,1,1,0,0.00,1,3040750.00,95,85800.00,257,9600.00,5273,640.00,7984,320.00,96186,40.00,63928210
